"label","id","mRNA","methy"
"MAGI2","node_id_434",8.519100189208984,-0.23639999330043793
"CDH4","node_id_435",2.075500011444092,-0.1404999941587448
"KCNK9","node_id_436",1.1928000450134277,0.21529999375343323
"PLXNA1","node_id_437",9.651200294494629,0.17299999296665192
"MYOZ1","node_id_438",4.94950008392334,0.10429999977350235
"TEAD1","node_id_439",11.221799850463867,-0.3037000000476837
"ZFPM2","node_id_440",8.551600456237793,-0.40230000019073486
"ERC2","node_id_441",3.6522998809814453,-0.37470000982284546
"COL25A1","node_id_442",1.700600028038025,-0.20389999449253082
"PYHIN1","node_id_443",4.066400051116943,0.1509000062942505
"ZNF365","node_id_444",7.021500110626221,-0.38089999556541443
"DLGAP3","node_id_445",1.382699966430664,0.13779999315738678
"SPTB","node_id_446",4.704699993133545,0.3580999970436096
"LHX9","node_id_447",0.40220001339912415,-0.3271999955177307
"THRAP3","node_id_448",12.107999801635742,-0.43959999084472656
"EPS8L2","node_id_449",9.223999977111816,0.4041000008583069
"AARS2","node_id_450",8.390800476074219,0.4293999969959259
"ADAMTS13","node_id_451",5.918300151824951,-0.4456999897956848
"MGAT5B","node_id_452",3.6522998809814453,-0.3840000033378601
"PDCD6IP","node_id_453",12.53499984741211,-0.4805999994277954
"TOPORS","node_id_454",9.589900016784668,-0.44769999384880066
"ADAMTSL1","node_id_455",7.164100170135498,0.15330000221729279
"ZNF251","node_id_456",9.008600234985352,-0.46939998865127563
"IGSF3","node_id_457",10.981499671936035,0.4530999958515167
"AFF3","node_id_458",12.073100090026855,0.029500000178813934
